city,date,year,month,day,dow,all,allage1,allage2,tmean,rh,pm10
Valencia,17nov2006,2006,11,17,5,20,1,19,15.2,64,26.4
Valencia,18nov2006,2006,11,18,6,24,4,20,15.2,60.099998,21.4
Valencia,19nov2006,2006,11,19,0,13,3,10,15.2,66.199997,27.1
Valencia,20nov2006,2006,11,20,1,12,1,11,15.8,63.599998,31.6
Valencia,21nov2006,2006,11,21,2,21,1,20,16.6,58.5,36.799999
Valencia,22nov2006,2006,11,22,3,19,0,19,18.9,58.599998,36.5
Valencia,23nov2006,2006,11,23,4,16,2,14,18.1,60.700001,34.799999
Valencia,24nov2006,2006,11,24,5,25,3,22,17.6,59.700001,27.200001
Valencia,25nov2006,2006,11,25,6,23,5,18,15.8,78,37.099998
Valencia,26nov2006,2006,11,26,0,22,4,18,15.6,64.800003,20.799999
Valencia,27nov2006,2006,11,27,1,25,4,21,14.6,62.400002,32.099998
Valencia,28nov2006,2006,11,28,2,19,5,14,12.7,70.5,40.099998
Valencia,29nov2006,2006,11,29,3,15,2,13,14.4,66,30.299999
Valencia,30nov2006,2006,11,30,4,16,2,14,13.1,74.300003,36.299999
Valencia,01dec2006,2006,12,1,5,16,2,14,12,79.900002,33.400002
Valencia,02dec2006,2006,12,2,6,16,2,14,13.7,82.599998,32.5
Valencia,03dec2006,2006,12,3,0,19,4,15,14.2,64.5,28
Valencia,04dec2006,2006,12,4,1,23,3,20,17.700001,59.400002,25
Valencia,05dec2006,2006,12,5,2,17,0,17,17.299999,60.299999,24.4
Valencia,06dec2006,2006,12,6,3,16,2,14,14.5,49.200001,22.700001
Valencia,07dec2006,2006,12,7,4,18,6,12,12.7,52.900002,22.700001
Valencia,08dec2006,2006,12,8,5,17,4,13,15.7,55.299999,21.200001
Valencia,09dec2006,2006,12,9,6,17,4,13,10.8,48.700001,17.799999
Valencia,10dec2006,2006,12,10,0,16,3,13,8.6999998,61,18.700001
Valencia,11dec2006,2006,12,11,1,5,1,4,9.1000004,66,27.1
Valencia,12dec2006,2006,12,12,2,18,2,16,8.1999998,74.5,28.4
Valencia,13dec2006,2006,12,13,3,18,5,13,9.8999996,68.400002,32.400002
Valencia,14dec2006,2006,12,14,4,25,6,19,9.8000002,66.099998,28.700001
Valencia,15dec2006,2006,12,15,5,25,7,18,11.7,59,35.299999
Valencia,16dec2006,2006,12,16,6,16,3,13,11.6,67.099998,30.9
Valencia,17dec2006,2006,12,17,0,17,3,14,10.8,68.800003,26.1
Valencia,18dec2006,2006,12,18,1,15,2,13,11.4,59,31.6
Valencia,19dec2006,2006,12,19,2,23,4,19,6.5,60.599998,28
Valencia,20dec2006,2006,12,20,3,25,3,22,6.1999998,82.5,24.200001
Valencia,21dec2006,2006,12,21,4,19,4,15,9.1000004,54.5,30.200001
Valencia,22dec2006,2006,12,22,5,20,4,16,7.5,62.799999,32.299999
Valencia,23dec2006,2006,12,23,6,27,5,22,7.5999999,75.5,21.299999
Valencia,24dec2006,2006,12,24,0,21,2,19,9.3999996,58.400002,23.6
Valencia,25dec2006,2006,12,25,1,18,2,16,9.3000002,60.200001,25.5
Valencia,26dec2006,2006,12,26,2,24,1,23,8,66.5,34.200001
Valencia,27dec2006,2006,12,27,3,25,2,23,7.3000002,69,36.5
Valencia,28dec2006,2006,12,28,4,14,2,12,6.9000001,76.300003,38.599998
Valencia,29dec2006,2006,12,29,5,23,0,23,8.1000004,76.599998,41.5
Valencia,30dec2006,2006,12,30,6,26,2,24,9.5,72.900002,35.700001
Valencia,31dec2006,2006,12,31,0,20,4,16,12.5,69.400002,25.200001
